hash,dog
59995899149170161373111081111317129007,0
5712114721112141511123513105156013541014133121410,0
8141111515121491413375876114131014101241176488,0
115612141001451189731387138415150661581515677,0
933121245211121151251416795712435515946,0
11308715149512136120710011468216115111388212,0
6510513062912610715012415101379141015157751914,0
1111194158881464102431214149123104439005512,0
27958910125161171237124131581731171023488,0
010352613801254212324512191214614511831112,0
45571351545154721491121457806412101126121112,0
31120911403951211130696101111313765142301115,0
11113102126081114615033111942271567586948,0
78726580030151415121061111310731809120512,0
01313713143143057141313101013136152715171514814147,0
911511312111481101026011216160112124133151071,0
83147131074210543391213761041244431301354,0
59754125415146351516213123891012643138137,0
718510123013891385115413131571112910713131135,0
64611157127130141261011815113166014105713061414,0
955151196714315401381105280151708157310814,0
0129831583151561314117284155390713911142813,0
9249536801430853106156801112913051171387,0
1386711439131591211212413861214956101210211151,0
1210815111015131114402141113101415822370812944,0
9111332061077538914915783156071015101443118,0
91010154601110141190515152152922712151511110137,0
1301315111043412515121412138112714601101110147026,0
15279992701344591112012631085141220129111310,0
913121315101115710152121403478131114313502605,0
791013591513145100113141866182731041814138,0
111486371312791111048913025141410153512954,0
871591157501210101831314153810012815212837612,0
21314431414159197903341411013691080691013214,0
91981412150151011413519151359103127126779123,0
82833972951315111159713131283114222212013,0
35141313512143746842102150810107491510115115,0
14281011471473142111338451101550776324150,0
1515121414712141134251477911138114641145111228,0
91212110567861598140131143103100151010121112695,0
128611692272310125912912361513131514110811011,0
19141561414111411311111598641114145141671161512112,0
136109812011762751913138888612315060141347,0
150130101121460421112217312116315271131156116,0
1014171015111221113141541319148149987941214409,0
031113112921311913911912811264141114500056116,0
1311011141412107991071111358112214315510121112151514,0
41011686941112126761214214677131027683476,0
4155151431004514129141971157151301411108279118,0
1467279391412103010704111200513312161413159,0
7515121189283983131413118143131315312736314714,0
610113401105810061431115115910110701110349610,0
9900122315131310115139312318671012231410827,0
12671241151510119370045159415181137156079,0
261465213196600131281191130514035145141212,0
17414101511881410147821454111173887413710015,0
0152146038127667131214461210531208551115702,0
1311649101159413519146050023130371232168,0
0101015152113113121051411570311128149561213100613,0
154957141466211414114121131114511871210121318214,0
71313651145510110131021000526157714710151449,0
51229122151010141310111361411146148011151551211514,0
111101151111301000515612260133111291023655,0
1481231546111070134111414147510911144156144212,0
652511151151531115131265681388710839111113811,0
3115110812928361036119110131410143145012791210,0
5121081581546001813879101211215913711658101014,0
814128118144115890211112475146013041101119,0
815105281137151481362139135116711241141221411,0
31146101227141231113105131312011528394111365511,0
137852101331037122481331541383814908135136,0
1074331315101076613101212127514350564915121414,0
415121236131115513144136011313150131044148511918,0
1191481114112941013113411271314711131557471558,0
152715814105556131013131515104102521214710113713,0
10855107144012931771106121571504108813479,0
13341113581045410111012214442511121591946137,0
101112911148640685615415362912151010433128,0
12707427127996410114915212118714131111498910,0
11212493098515612714641231226441591570965,0
946117111010111343147149131012712150121412004296,0
41212131291151482458131414156331921551111133,0
8251267243131561476915107138608121506318,0
111412839871541279131152014210843512315623,0
10130350114031391076340151091062710116911211,0
5515301213331081413812121313671012427148591414,0
5010971591600213811035114302800199051,0
013822081101041215031115915661113711577114215,0
12146414129298123413915141313332182101201132,0
1382131015151513214641115102511212021001414113125,0
911531415841276111201574712126211341074415154,0
12010427131081312136875512066912101110128103,0
290801220011783903611001321413921027120,0
216071141212111061515159691451506316159715150,0
13125636121460411266012565106374105105925,0
13114100601288312143511109497141141311126413713,0
10010143813631231110311151439153611731141323415,0
71314710910116050210101409721401041808431315,0
1514131183141513401411411030213141111931251309815,0
961312315151506153688141071315311181319176314,0
7812151251075121383150686110451489110011149,0
15149837152213143214612071512121511121442310144,0
7731118141416588611119210712410311331013515,0
91381158641515510714213889106913721280146315,0
1013913151101113441414250214906491067829981,0
130105764513385121139691461551181410494,0
14111111771356938514489914128933281468267,0
320871355472412055615711635213410301317,0
13121151321340071110391576131272881061058,0
501014853629001224101411561511306852111410,0
71076111128511615615128151011912791501312811,0
1021378128278158116114338100110714347114148,0
121957111521223665227116941001214116413533,0
41139141251010231089511120503111471355610108,0
112711578157015961433232141511853910141512,0
9614405101680613787513514214819121060411,0
10121361052147101313642641115814941513141021521311,0
10201364159312108111072741389154111231540151514,0
41321214711104101515810110100147101215311413614101,0
8781371010846401146581463132121181512075612,0
547121014200681061133459776101071010910512,0
51413154159494151374062414713387112660113,0
701512736039101301412672014312111310013124121012,0
91110113107211931010411213221126715113402598,0
701231115512887041131091451115352814111371278,0
21113411268825158151531515676131091142615075,0
86913101210014101510151048104647122303908776,0
111315031086201011013111111154121060411131112128,0
121512214250112881015121012473151571369141311410,0
7859108641049555117161210331021102147510,0
98122971113381015126121028361510109121511120611,0
0331341413561213821310311111093571311314138312,0
65129108152014626781181651914067131710311,0
211191412101081541413121411141511213901268142121092,0
014971111437111114124485101411471331010126061,0
59120101374014614155913155808581143151481410,0
201191081911146101567021111210141358130281515,0
8139865315131123441151131447886651516,0
3715412231271361410911212545731199675138116,0
731210138891010711214114410199038139792010,0
1413121367014029111211141840156523140141113212,0
41144213149801281313610353371501003114131397,0
1415998291415121414694121062141280148200308,0
271561215913961314841234591584141014151551315711,0
410128206941221213147915123575771105832150,0
3681018158148103405141105211251442191114813,0
111023614455216013155152361462511121251013,0
511411145111125112781311101010111113211111381523,0
4151141121253123251141210431121310631337129102,0
3111215079126881101580131361512131012008124611,0
1014123412141021510713024121011310948111310631,0
131369074529241113324153145111037945131151,0
01313041161244115111431223821851111191102109,0
6145146107131247410258815512107671312710276,0
1441411601474047765117656151201531001343712,0
1110801581151331307302511151415465515151361438,0
8111456700031498341012124127144815117512811,0
514126071418710171590510119071339269780,0
133909080540511698214186727014411115153,0
01311132211944117315091215914377611251015066,0
151410101310375346811531413712131014155181438143,0
8643109111150284788112320885714157815120,0
9961048104315184139125713381143443814608,0
31411410181171131315153114751061141133131488,0
10411013741411114291073912241571012152151011710,0
1510372710711291107411327121410111139952039,0
12312115314241286811156131058915144111710211,0
121148215811419514130115815092847151513149015,0
87131510100138037128114414214212178891010279,0
263133131513711461538810130118015518911155,0
68505144713447123012131351251144610861415315,0
9121581213117144095323320520146511246415,0
8145612150117271314151010213613812131377253310,0
14121513131050141315015212621231315221141310131212159,0
281214730911050141122109881549013811103289,0
066611139761553159361014513403279856125,0
14141210695403141511125914141041414141512151014101487,0
153123141158618112429101191245715145710214,0
851010102801596311914171313672102121129111087,0
11921177215712151421411111410101215283537133,0
153138011264815461213148871513518111484101910,0
713013142458608212201411257756392111110311,0
311121221311071011614151126141331514231212709124,0
1179610341109393158103113833906100484914,0
8821310121081281581011011836101308580095112,0
821373131421561110415121437123116145102571215,0
1081012153111216104135804013914027224012696,0
3011712766510521113154114128731411405127514,0
065131715131091210815141113112898614141496111312,0
181577112911126111010312121512151415412122143,0
6151114141101521326141513521201001535118141191,0
451141351159041113915504181113131510210111113108,0
1531101415212815211276091331215025298126609,0
615147236118125108103861391181341241566279,0
67101131313101212915111549141311100913149839418,0
0981113911115712967410146615101401132611400,0
79261110821313101221031068139111320983131115413,0
13084118148714144315120121515510010031168342,0
61511153614626107346131010115117548355156134,0
6104551113157115142679381144124313556144214,0
045281007131869012214127111015121501501271214,0
113613143106591315111531391009466115159102111,0
70514812713145151311453142110678978155136,0
7151214128610117101150910296525148152104513314,0
21390101355027971149106848126944131475154,0
1435111375908736461353156150804111082414,0
12890146315301213151341144124810141121111711101,0
12410931500111113151315471115015412499121898143,0
461148131014149911119712610823159012591512100,0
1031313780681500591296130478951410084312,0
59121340110071134261171711151458513713314614,0
10121021131252813145413921144861499913231160,0
42461310962141301371411131111347114113311414110,0
11981512212134311131881415232151161313810111913,0
103615111238719351132134147110131230825101513,0
2127951231521473078121127115110113111113051,0
576844153710808221186511111161410144632128,0
815261313125210143131486285614131211211735911,0
19171215341215156725152135111131155151414514133,0
01313154129141471119592129471497013213194515,0
132715415510087911518911310213131714731450,0
7651082171287120231051212698103159941515144,0
7861114513154051301564612217147312167981,0
2149710121510012010101117887121315116215013211,0
532180113214316915811221109142111054411106,0
13149511329145622121014210791191081312142044,0
08112133470795112565938118121410301231514,0
4457121512011612139111142583610141361561513134,0
126051510612116581218193175412141111108131,0
12671312103118139141269139141213111662513715139,0
11102041112718147111281521316151592363113,0
7612631920042101415531813721412313521121313,0
514112588111014619115111813015101012504212812,0
911761467251161017215114131487154135928106,0
131308102251123814614120151456290911198409,0
99851051001210241201014124514152146572607142,0
14734146411511127100651412410781692544941,0
1510312813715613120119121140531101312831315101513,0
0119844966131157571397108147770141141712,0
10151511615031121231206609110365102801270,0
5785104101739465330252891581114110935,0
0135411092751903116109351240776131267914,0
140144413134012262154909629112143142136158,0
2614145121215684830134381510151410007141565,0
27814751146414197125100131451301116120710104,0
51510862133118102266101101010194155141414124,0
0151010530251264515142566351381142513543,0
4316319143213153717144510109135131115401314,0
13873012101410831114156650493101555123014706,0
4681515287121441010021215621313910104721914011,0
6761053611712410134136103154314947011977610,0
316501214131212141495461507915021512550136,0
81315314512111161513791310801431158513815413038,0
411510101214502711228141510811441121511641411714,0
6139121511101581328245218157121381410601420108,0
6139110892777139151610742713914311113610,0
086510211610121215731161413151446812073100113,0
5127961512901020138104113889012121063100714,0
10121594151471141911118132109335155157912101510,0
126131201015102533559912067101452008908914,0
104211212101484151476571351114769812141404013,0
2115881271411141278131473121111280117131113688,0
69141332596127611115897296151414391538448,0
72926131515414971371545170131471151513141313,0
843512139507612413309154103157371310551430,0
0107531615214231410110141110145262116979278,0
132158310121421015112261161010410011361226713,0
1115171310410141141083117908514770910315121013,0
7045156327109533111210201157201466334158,0
75011114014443141585510151394411121111071421013,0
124132102115111481150121121041643140131310519,0
15910141235910671415815145150432891010471573,0
1411512141446133617111113411871441124149108,0
11213910331364314111413691291510503149710119,0
510284401610151331121273108876529111421007,0
39414580103214737410051111056495411061114,0
315741311413125780113615111041415114106108812,0
609151815615215013116611541211112125149111212,0
051392914141110104315426314848311412150041,0
10168137041414513114214566413308128160760,0
154447631111510215800148056966141428601115,0
12218130214108121103101310121515511459122118137,0
618267311133829901514712987102151291126,0
1114431084441309751011943565170121211010157,0
15712011490039115417131099110187811251120,0
0404044148150010146614061414101131363111152,0
015010911638124515146751061117001451210141513,0
1491391146410510424131131111107861410313101430,0
1125165134911939780841011140138140118128313,0
92138735473653214120341112101013111300498,0
1143101139125201271383121751452143511338315,0
133139361833151392101261492101111671051171205,0
621130814314113971164157111091203151173105911,0
12501313101341314114310101301113110144863814121416,0
9714724141412121311651101313813322121780101075,0
117101417153414151313311210014138159734625,0
288101144888410912147276105923821015142310,0
013121590911559408101920101011613512491014913,0
14651484261347211120921500101411562664142,0
147013391511271135261567131125012710051010,0
3988215231512891241240134321361414415118010,0
011476101360158741152119142892101190811370,0
496143151211889382132131112061121595120196,0
548541211411157152110121114413410133141197131347,0
158131011215812121213766141374687511191511314615,0
13113914152110414208841338111281511113715156150,0
0860727931121174592129581311911481021012,0
103314151431277511041271431065581381214791008,0
631061512014101441815311105136181137191333155,0
441406452231015412963130611393574109858,0
14147584813991213107004132131466121260011128,0
514139106128119551015814311131412571014118138613,0
21097111312137151117351234491756193560117,0
10124101311314814931151414111135171315147815275,0
4214112131214121115414149648107132117514516,0
151211401182131571111821041137108101021014712141311,0
123913151011497971221528351101110314141281510,0
135154111214131058111013912118610136793950644,0
11148116146614046310148791141235316081341310,0
66593221019145511014107910239911799112118,0
10832215111051346151175601461015012128615781014,0
1115156213632131825148864184151500094835,0
9291183151556711111110151211251011944711114311,0
115714151591213441111314613101367996261097,0
21341431009013121111125131114111113411804001115,0
131411129511841071341511210111641411411498,0
3141050650101114152141010111011121214101509115314,0
0987578015464351261180146105891214126292,0
71313171161121971451171112114342812121356,0
292903101214372910612181211913101412831238,0
141512761312751386215014751451391313111291511326,0
13613924137151121371096212989114151193149154,0
167781410000101120131280141264114213015914123,0
1112851113137715231122700458471541112147,0
7060211681557514213101411091476711115091586,0
11153131319011412913201073121411179403910412,0
01912153101431489901510249914111512140906122,0
14814123133137101106121371124131381510311615913,0
111811216115115399282165681323134938112,0
191111443514031264112105828131102490141119,0
98511911109109151522718876210415910101113113,0
5131241414247731215114150410261106448061214,0
31117431514761012212060156711146687151658,0
15131055801018811915715451212134141101215610,0
01556682142125137141481111413116222812111215414,0
7207890132151031136131013410107451159913615,0
11301015731450183715141127141521241076361281,0
915820257812011399610911011431018820450,0
315812642100714053961301131201512111302013,0
0121097384140832872109147012071211111501213,0
107810413131221266228414100812151547535154,0
1415312154317139030304701200091061421211212,0
321087861558741410214251214014136115011314148,0
1340111226101317148413576501288159612621499,0
26313312251339515301556130895151110150811117,0
1040610937141361572814151511364795012915867,0
4126873131510116711551169631041114110113101116,0
3111013514321091914411921251571014141201215307,0
5131401312083831114101401010116658103110415046,0
12215115092160151581314712123737736245140,0
1414131012116528111131412375151410714921039816,0
123110661215154952462079112013084315120313,0
37760311131401013491152156995051412130915,0
1115727131115211310146081414860341112141353412,0
830212141314856120941131411144719121511111153,0
791407310313115112141991001131015627511142,0
9145111142319410613612929281010131130144525,0
148141525103117121599123551136131510146106535,0
12151326171271403913101311198111191552815411,0
1486541123131315159210641214141366414101556124,0
1481062313678625141114133013131115148391515105,0
92141041012514111001212801541512158136515368015,0
6239151151051114688151101213041473001082048,0
914441343781111841051312121511215201101314131312,0
3441412113325914105013153135476121121151111811,0
6714121450915881215144935131014149851069150015,0
129141401455776158201237107251115912215954,0
131513210414101285863145514221375628541061,0
676074131315111813771299007122911411414151112,0
7141121181315211901245211314711464097101221012,0
103141111431213101574515123135131352149918511,0
0148227262259715112510651866121012139068,0
7115539828122123512310030231040211511393,0
1210712621531074851110101131481136132310110139,0
35131187147106602121411799111101011413815610,0
521308001212156911761913151616546101315211,0
1561419410779626510912721499602315158412,0
45105111111150135150445129212903118111515335,0
813120541087742100131376153628111391451524,0
14813131371424121415735131598131453131121511984,0
7108130841215657115119310116215146852910513,0
2111211413981412815111384431288604109400342,0
91104131971013140111270151211211151448129621346,0
6512369015153126001487135957915212140904,0
1121761340211141111131421338351142208261513,0
51243542862120121234133111100118210841054,0
23751110101185821581296111141181131111515261514,0
7869013851213144131313123144013905140101271584,0
141511145158821213028101031221066510991013315,0
89110101001166165716754261001511082101282,0
72159152107791331111710415791150515491308156,0
112512144611150156914159103211018134431157712,0
15124615310157368531415614071575141491504560,0
112813111061111151482482228111214042104391,0
124125121121158125315115132611105611814158141115,0
661308131101444151215210860319157051023135,0
1613152215661521523214451089136131210507135,0
14113601030113605313137362101341071510159471,0
91421081591311313811971051001510173751410181315,0
1413214101115710131327301513541344114043131013131,0
78311903960127124705371529117012411146130,0
98214591314236131209135143141413145311714331513,0
79113147721339041110091013103133100013120614,0
1501571012715731012117410111114713119812126113,0
9919341312121045411090031491393141515039714,0
04102724491515715138151401191010103141517347,0
124026111271411106041479121013111151110780210112,0
43116360141015190131810218012415213410107128,0
11501201215213151214231511125121111063112108131,0
211148105560210151131307231010108510121515131,0
15101563476781339129131541012141552421345133,0
15102146211812156127151384123561541061171480,0
79751052921581532411126818515513985515113,0
101196712154111813406211121431312621313561148,0
1115812411885396444151565914514608615,0
14015514782734351555422111413193910141389,0
2239004141051542213715109012561151587801,0
4575068513510152408121124651411414141500815,0
410141381334889212301281194670131131309011,0
61097682831012561555313906778109116131020,0
8111113322841538163106301439612710784240,0
1336153012015151013284610515121421115111113413913,0
45314413117101556961510059131141489113233614,0
1013106121113141301851462122101114839729150,0
45846037614157110131201214255698771076125,0
81237114111585514711788130113413141481911273,0
76613134413141514601412121315111719152686127,0
111510130129210441431412591037991412712687,0
115127102814011501511385071314111551101110931010,0
154513131028111413106221112121063211813612116121,0
215130731410120154581114141435131112471512910513,0
33810132914215085101851311146151507126910065,0
1158141314481356461476112151012151815171471,0
01311911415198060911107311593421291285922,0
12351371410196144946941381566119147154103713,0
91394415114015412151104143146148654611145914,0
13101412110121096340071515263323111420814361,0
1067804112615123153151011010293815010141177111,0
141410310395121431215148126127159311132971590103,0
15412841214093181112831564101101277870412,0
105128620613610131031147112312680364651126,0
5173011775214141310150029777514516635147,0
15810757141511127513144132361291114102138112485,0
3815113141502111328191100091401010396813212,0
62121214791008145541014812115111280255810,0
658109132381281526120141391321241418141141556,0
210414151531535201151551413313111311151365979810,0
011551551410611891113151220121414151511121614911,0
1559147214152152594265914152107915101211932,0
812812794215175001132101125412378131312315,0
12215612111322121134508791017141112636681315,0
1471414965136814111110090111087413266912,0
6313921014371151009008660115142431351141111,0
6271554848491141391361413161997950431212,0
969514313914910061101210111915839128863433,0
156491151087056549117515908245151313513310,0
2814103151301041311525148273749895334113,0
6675151212107152113851011932104131061114101413,0
141514934731181311131073671481414801153434141,0
111212710840792231921311271314111524124515,0
974610014126841051312116142071002111475211913,0
867106814133121013116127513413131436121110401307,0
9220142101495681013091094122189131214610138,0
1511114132123650550101941347681454650313,0
137513513012131010111514321161211119312211111121511,0
68213415811118423364101491457151041091491251,0
13447111315866151101391410981212007111132214,0
13811560130155127314210151112981254111005114610,0
574151192715541041112116131514121311101308610150,0
33732413810151372117327153325934136912915,0
658410101020124131331511913725071910115144612,0
4142647156508122898735111231262293101224,0
111512159118329112736312113153111951061010077,0
215471021263011121131521411131010921814141458,0
41104710710123611111151489131105915290131277,0
812781581210151318071151011915311082137123755,0
113451915139479534355961458214712138494,0
012121391525125810840111088766011181151013913,0
3101491111910351521194847895781213340130,0
87526122142101141413154314621001412115312577,0
1051114722101565210274913001414620961115888,0
31112710102014140961111131451334792121521226,0
91293815112121576136124118511133715116147310,0
1120901112111017126118101015448767122180373,0
6141015710514114625151312361530045813312117115,0
0961013313111161481551173304143111260115101515,0
9114111598350212133101012141015129315637621214,0
0121510712927101112514141410102136529751081049,0
2355512213512106101161115613108612791238327,0
11141311311141161412131413938631231113335322030,0
601353291410511312812111913131115110148120133106,0
687150731172811251142111474150611151121715,0
71010591312112126314411531899514151012712215910,0
81365021198111147041375914910171571301412131,0
368138613992481261453415156714114913877140,0
10136107153028792511111314117854705483159,0
9151814258213746208854100101440141105826,0
810341114410148156611815159601206141110111378147,0
72101371212121125107588101401095138711713212102,0
40129712112810121510511511412113126029315541415,0
1514131260135130959110512137373101051131379,0
81300791381401217122151015615212513221466311,0
01413114895810915809012816040011361027130,0
20196081411215125151067014139913111309110311,0
139291220118101198136129191411625510336719,0
99415111251021132913429271161515991439382,0
74300714857118197210910251091307121094113,0
139487111211115128110141211411002101296281171414,0
121312913411314824658661511910101261050213128,0
12653151152131410111470901115105715772515141115,0
111313103612271112712151091310115158155111741490,0
995136419067147013141215141313312569161010117,0
49111539131481311134412121302141387148151292075,0
91529121113781010332101314115143107484122158146,0
21591213136767181082138101911751021341110129,0
6141171112344821051151210568714714241531110,0
31536112151471220137121515505814113810163215,0
11112145131109124137513384961091066471212365,0
7149108101017102121354411131273111331012813117611,0
141557141586610134928121195116138343197385,0
14087112911114091298133141441341043250540,0
1511101011148415862912141179136210197631412314,0
1079121915651110111711112911214371011101030934,0
5706810791121437012141210151858710123551342,0
138311656011913314214414511127412012201101213,0
93152113131181046158101021510414144213105146015,0
93111321117001515458103146146107137115094810,0
43815423211198413382928100111011151291314910,0
7010191178412130942414489151327911112915114,0
994836814131181010651524601212512482014151,0
591567415001414215075151158415614112118426,0
20914898371376891446137135413314213384124,0
081881587515792413141514069813699615663,0
643810110811530113210213405131416673135145,0
1115111318351301612105146300214117139154241311,0
358715103714311613411121186358531111141552914,0
15106141201321212105131445105220615913514814312,0
139101411412087145550121221051139236413131214,0
11934156131111121221014668341311141215120379127,0
4799153510473340641381021412514555571339,0
131591111937338114118125613714730115138141515,0
12701344104110151448751213145154489123014079,0
01113695812481212308051010108127014314101301,0
101451510213346301410111004117931433013198914,0
9146228651564613781412126761235412393116,0
92844151207152381437131015111411921091163613,0
973307101491340141143709614930141014121256,0
55965241314153141652715106113781561213146111,0
5203005117115121084715134913133140141413612,0
1111512111312121573119131779141171515117810271,0
1371530411015871021415458591211011441413290,0
7901301054111312711011451110133128778601015,0
34027497530514158182101112114732415114615,0
69791445841115046310812041461071341161244,0
01214571111141192712613817851262304101010019,0
41413731131513153215915859812111531267101011515,0
13485151023312315310131412144915011103051321095,0
63512104151041491220151571481312415113536444,0
21415421414365131566281012874993611842656,0
15172106131310111431411111710120506113761081549,0
4771071061171411141136101521287812130012514617,0
114121538341514138389515139151231466111451114513,0
9151301392159111426811045915111315615012030151,0
5741480415826013834441314114151967121542,0
531511351419142514778161571191226115310633,0
410781211013999122317145871311362117334116,0
013013114710091047211911120488124818722615,0
16159121115345103261092410514910921315397,0
12336118101290194614104150100551164715023,0
6514312211323138148111113912881591347402,0
2141361058441065221006448548647247428,0
34713641312121214148611291412143137129111023101214,0
85111111109151196152767410111414111549815271511,0
111513229311213414121108813951159453451451012,0
101110111065843210663411081471089528114506,0
013614108147908150012121091211373813118981113,0
144124135250128120239156481471371371214012,0
99814611143572212521080155131891117852111,0
50515315215526111413233130251050912813135104,0
61423512617141112620451360131029326315513,0
358653159214891171081439899610151913665,0
95152153413140127915141001312513614311213011044,0
106139101042106210724681821121115356118577,0
0118314382135101413111101512498112210614103314,0
27103629715813712911631211106313151031571441013,0
109127691391253105108513014411192132721157,0
101581501312143114123411121269101414121146411448,0
152487433510121315101180115151421010108015621215,0
02221571211746612010111912121215013612713741512,0
115129834561367111289501014101454072131238,0
121078128212105441151341071112147118345287,0
1021490633136511761421715134713113851126,0
81414156914120131213141565651515611351372351111,0
151459414111360131231367144151431246315470415,0
1262111621362121284122614291049773111113714,0
812142740141213010131152171091091010261115615124,0
71513131281791412159401521215715361714513199,0
461141199127686391215411112118863144891118,0
511410713615310141501271213192101074712251010815,0
615111511293305112143961419111015413685101106,0
1131211141144315461414790501913212893096712,0
01351551811379125142316666793146339131210,0
1310111406136511213571155539591257141220845,0
1460111551112012228159011013731194733135121211,0
911108715247121069281051263079141361110131401,0
10145111149151021312111063103431321091452990510,0
6233710410791141300131012108513156211124140142,0
34632711914141211314102104710391340133261068,0
11515132211182715271607024861101515124,0
179162159191507914111145373901461454708,0
2302101414101031374113852815122611171436141514,0
1220111544141115314123791213511531331412652715,0
17121532710413159941412123932112152123712157,0
5138211429712413121241012112911515129810147128,0
148711143912155151415322150791313413178141012148,0
41113841016928111130102100730115314111415110,0
1244212515127398901512750251228115113612,0
12114561510271110811713106441180214818114138,0
081268621055872228150941021277135951569,0
710581324129363591491114713296393101210114,0
1419812141554313129513131512144151312131497125,0
92315610890121129114711179614301111911113710,0
1014711211110141391103715101215121313091092210421,0
103212815152111213312614111531454348118871514,0
8143131310111321021552251410755121443128811512,0
5147615310711131516981251411566136133101214610,0
1134951065315889131212326965110313131535148,0
891114714691010371013116138115114140231414321,0
912441575490911003121314104715511312511103108,0
13706512231013111331416131057114126361301115,0
